YEAR,YEAR_MONTH,REGION_NAME,BNF_CHEMICAL_SUBSTANCE,ITEMS,COST
2023,202304,NORTH EAST AND YORKSHIRE,Reboxetine,441,6329.89
2023,202304,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,382211,592787.56
2023,202304,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,32,37206.61
2023,202304,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,38186,123387.16
2023,202304,NORTH EAST AND YORKSHIRE,Trimipramine maleate,230,69133.74
2023,202304,NORTH EAST AND YORKSHIRE,Tryptophan,14,1517.84
2023,202304,NORTH EAST AND YORKSHIRE,Venlafaxine,78291,573260.29
2023,202304,NORTH EAST AND YORKSHIRE,Vortioxetine,4384,88912.89
2023,202304,NORTH WEST,Agomelatine,155,2889.93
2023,202304,NORTH WEST,Amitriptyline hydrochloride,165641,247691.83
2023,202304,NORTH WEST,Citalopram hydrobromide,142984,234767.74
2023,202304,NORTH WEST,Citalopram hydrochloride,750,15915.92
2023,202304,NORTH WEST,Clomipramine hydrochloride,2719,41275.81
2023,202304,NORTH WEST,Dosulepin hydrochloride,4140,59968.07
2023,202304,NORTH WEST,Doxepin,167,37311.73
2023,202304,NORTH WEST,Duloxetine hydrochloride,47515,201293.88
2023,202304,NORTH WEST,Escitalopram,18001,32673.15
2023,202304,NORTH WEST,Fluoxetine hydrochloride,83907,273513.41
2023,202304,NORTH WEST,Flupentixol hydrochloride,1342,4043.06
2023,202304,NORTH WEST,Fluvoxamine maleate,245,4944.74
2023,202304,NORTH WEST,Imipramine hydrochloride,950,5145.02
2023,202304,NORTH WEST,Lofepramine hydrochloride,1135,17137.61
2023,202304,NORTH WEST,Mianserin hydrochloride,16,715.85
2023,202304,NORTH WEST,Mirtazapine,168733,182666.29
2023,202304,NORTH WEST,Moclobemide,58,1362.84
2023,202304,NORTH WEST,Nortriptyline,11670,47476.29
2023,202304,NORTH WEST,Paroxetine hydrochloride,15715,43038.18
2023,202304,NORTH WEST,Phenelzine sulfate,27,5655.67
2023,202304,NORTH WEST,Reboxetine,249,3875.47
2023,202304,NORTH WEST,Sertraline hydrochloride,280979,447167.67
2023,202304,NORTH WEST,Tranylcypromine sulfate,14,27201.45
2023,202304,NORTH WEST,Trazodone hydrochloride,15903,82828.52
2023,202304,NORTH WEST,Trimipramine maleate,109,43025.88
2023,202304,NORTH WEST,Tryptophan,8,1546.89
2023,202304,NORTH WEST,Venlafaxine,70722,513413.33
2023,202304,NORTH WEST,Vortioxetine,3836,84592.53
2023,202304,SOUTH EAST,Agomelatine,654,14545.7
2023,202304,SOUTH EAST,Amitriptyline hydrochloride,144634,249989.03
2023,202304,SOUTH EAST,Citalopram hydrobromide,140825,265870.66
2023,202304,SOUTH EAST,Citalopram hydrochloride,934,19783.52
2023,202304,SOUTH EAST,Clomipramine hydrochloride,2413,37676.52
2023,202304,SOUTH EAST,Dosulepin hydrochloride,4136,63183.23
2023,202304,SOUTH EAST,Doxepin,192,42532.62
2023,202304,SOUTH EAST,Duloxetine hydrochloride,36046,169139.32
2023,202304,SOUTH EAST,Escitalopram,26601,53709.62
2023,202304,SOUTH EAST,Fluoxetine hydrochloride,68777,267165.21
2023,202304,SOUTH EAST,Flupentixol hydrochloride,1043,3326.88
2023,202304,SOUTH EAST,Fluvoxamine maleate,274,6755.81
2023,202304,SOUTH EAST,Imipramine hydrochloride,1408,8942.9
2023,202304,SOUTH EAST,Isocarboxazid,9,5558.5
2023,202304,SOUTH EAST,Lofepramine hydrochloride,1064,17694.02
2023,202304,SOUTH EAST,Mianserin hydrochloride,12,1051.45
2023,202304,SOUTH EAST,Mirtazapine,116843,144096.88
2023,202304,SOUTH EAST,Moclobemide,112,2508.78
2023,202304,SOUTH EAST,Nortriptyline,9303,41569.75
2023,202304,SOUTH EAST,Paroxetine hydrochloride,12428,40841.44
2023,202304,SOUTH EAST,Phenelzine sulfate,63,10392.27
2023,202304,SOUTH EAST,Reboxetine,242,4530.47
2023,202304,SOUTH EAST,Sertraline hydrochloride,228233,458509.72
2023,202304,SOUTH EAST,Tranylcypromine sulfate,76,141936.03
2023,202304,SOUTH EAST,Trazodone hydrochloride,12678,54602.16
2023,202304,SOUTH EAST,Trimipramine maleate,286,124864.27
2023,202304,SOUTH EAST,Tryptophan,2,180.0
2023,202304,SOUTH EAST,Venlafaxine,60089,547303.14
2023,202304,SOUTH EAST,Vortioxetine,5622,143767.8
2023,202304,SOUTH WEST,Agomelatine,216,5042.29
2023,202304,SOUTH WEST,Amitriptyline hydrochloride,130910,216265.72
2023,202304,SOUTH WEST,Citalopram hydrobromide,110857,201413.26
2023,202304,SOUTH WEST,Citalopram hydrochloride,498,10160.4
2023,202304,SOUTH WEST,Clomipramine hydrochloride,1651,26020.56
2023,202304,SOUTH WEST,Dosulepin hydrochloride,2856,41287.29
2023,202304,SOUTH WEST,Doxepin,189,38301.29
2023,202304,SOUTH WEST,Duloxetine hydrochloride,28253,121096.85
2023,202304,SOUTH WEST,Escitalopram,14536,28128.73
2023,202304,SOUTH WEST,Fluoxetine hydrochloride,50724,175478.4
2023,202304,SOUTH WEST,Flupentixol hydrochloride,914,2779.07
2023,202304,SOUTH WEST,Fluvoxamine maleate,151,3243.56
2023,202304,SOUTH WEST,Imipramine hydrochloride,1070,4349.3
2023,202304,SOUTH WEST,Isocarboxazid,35,9830.16
2023,202304,SOUTH WEST,Lofepramine hydrochloride,1102,16556.92
2023,202304,SOUTH WEST,Mianserin hydrochloride,9,473.59
2023,202304,SOUTH WEST,Mirtazapine,96812,112409.42
2023,202304,SOUTH WEST,Moclobemide,70,1447.71
2023,202304,SOUTH WEST,Nortriptyline,5502,18795.38
2023,202304,SOUTH WEST,Paroxetine hydrochloride,9228,28945.06
2023,202304,SOUTH WEST,Phenelzine sulfate,45,5643.41
2023,202304,SOUTH WEST,Reboxetine,209,3543.09
2023,202304,SOUTH WEST,Sertraline hydrochloride,160104,293496.18
2023,202304,SOUTH WEST,Tranylcypromine sulfate,50,84418.32
2023,202304,SOUTH WEST,Trazodone hydrochloride,8255,36217.23
2023,202304,SOUTH WEST,Trimipramine maleate,137,49572.54
2023,202304,SOUTH WEST,Tryptophan,1,168.0
2023,202304,SOUTH WEST,Venlafaxine,48056,386307.76
2023,202304,SOUTH WEST,Vortioxetine,1555,36943.83
2023,202305,EAST OF ENGLAND,Agomelatine,153,3747.6
2023,202305,EAST OF ENGLAND,Amitriptyline hydrochloride,161593,236900.62
2023,202305,EAST OF ENGLAND,Citalopram hydrobromide,158233,252663.88
2023,202305,EAST OF ENGLAND,Citalopram hydrochloride,833,16815.04
2023,202305,EAST OF ENGLAND,Clomipramine hydrochloride,2703,35264.33
2023,202305,EAST OF ENGLAND,Dosulepin hydrochloride,3617,48143.38
2023,202305,EAST OF ENGLAND,Doxepin,131,28742.5
2023,202305,EAST OF ENGLAND,Duloxetine hydrochloride,30059,125991.0
2023,202305,EAST OF ENGLAND,Escitalopram,16998,31352.79
2023,202305,EAST OF ENGLAND,Fluoxetine hydrochloride,67565,234185.01
2023,202305,EAST OF ENGLAND,Flupentixol hydrochloride,1549,4315.15
2023,202305,EAST OF ENGLAND,Fluvoxamine maleate,196,4184.29
2023,202305,EAST OF ENGLAND,Imipramine hydrochloride,1022,7398.92
2023,202305,EAST OF ENGLAND,Isocarboxazid,18,8690.05
2023,202305,EAST OF ENGLAND,Lofepramine hydrochloride,1108,15610.02
2023,202305,EAST OF ENGLAND,Mianserin hydrochloride,12,380.61
2023,202305,EAST OF ENGLAND,Mirtazapine,101189,112276.5
2023,202305,EAST OF ENGLAND,Moclobemide,92,1955.97
2023,202305,EAST OF ENGLAND,Nortriptyline,8880,31919.83
2023,202305,EAST OF ENGLAND,Paroxetine hydrochloride,13311,38589.1
2023,202305,EAST OF ENGLAND,Phenelzine sulfate,69,7844.88
2023,202305,EAST OF ENGLAND,Reboxetine,173,3245.5
2023,202305,EAST OF ENGLAND,Sertraline hydrochloride,207832,362906.12
2023,202305,EAST OF ENGLAND,Tranylcypromine sulfate,26,33945.12
2023,202305,EAST OF ENGLAND,Trazodone hydrochloride,7776,39076.09
2023,202305,EAST OF ENGLAND,Trimipramine maleate,146,60038.24
2023,202305,EAST OF ENGLAND,Tryptophan,12,2420.84
2023,202305,EAST OF ENGLAND,Venlafaxine,64776,468942.84
2023,202305,EAST OF ENGLAND,Vortioxetine,3226,80310.78
2023,202305,LONDON,Agomelatine,446,9968.59
2023,202305,LONDON,Amitriptyline hydrochloride,133471,186192.4
2023,202305,LONDON,Citalopram hydrobromide,128405,219825.07
2023,202305,LONDON,Citalopram hydrochloride,531,11711.92
2023,202305,LONDON,Clomipramine hydrochloride,2017,29371.0
2023,202305,LONDON,Dosulepin hydrochloride,3059,38966.46
2023,202305,LONDON,Doxepin,175,32372.75
2023,202305,LONDON,Duloxetine hydrochloride,29942,117406.04
2023,202305,LONDON,Escitalopram,19797,43628.53
2023,202305,LONDON,Fluoxetine hydrochloride,62488,217358.06
2023,202305,LONDON,Flupentixol hydrochloride,954,2417.19
2023,202305,LONDON,Fluvoxamine maleate,351,7984.69
2023,202305,LONDON,Imipramine hydrochloride,888,3658.42
2023,202305,LONDON,Isocarboxazid,38,8137.06
2023,202305,LONDON,Lofepramine hydrochloride,1241,16468.74
2023,202305,LONDON,Mianserin hydrochloride,13,844.84
2023,202305,LONDON,Mirtazapine,122987,131084.08
2023,202305,LONDON,Moclobemide,89,1631.74
2023,202305,LONDON,Nortriptyline,9010,33523.6
2023,202305,LONDON,Oxitriptan,2,46.86
2023,202305,LONDON,Paroxetine hydrochloride,13093,38730.49
2023,202305,LONDON,Phenelzine sulfate,44,7459.65
2023,202305,LONDON,Reboxetine,171,3120.1
2023,202305,LONDON,Sertraline hydrochloride,226659,427034.23
2023,202305,LONDON,Tranylcypromine sulfate,52,81923.83
2023,202305,LONDON,Trazodone hydrochloride,6711,26744.78
2023,202305,LONDON,Trimipramine maleate,286,113732.9
2023,202305,LONDON,Tryptophan,4,1346.0
2023,202305,LONDON,Venlafaxine,49979,399846.91
2023,202305,LONDON,Vortioxetine,3313,92443.23
2023,202305,MIDLANDS,Agomelatine,302,7544.59
2023,202305,MIDLANDS,Amitriptyline hydrochloride,262427,402813.08
2023,202305,MIDLANDS,Citalopram hydrobromide,224999,387721.56
2023,202305,MIDLANDS,Citalopram hydrochloride,1243,25177.2
2023,202305,MIDLANDS,Clomipramine hydrochloride,3428,52874.74
2023,202305,MIDLANDS,Dosulepin hydrochloride,5972,86928.86
2023,202305,MIDLANDS,Doxepin,266,46773.55
2023,202305,MIDLANDS,Duloxetine hydrochloride,60136,265824.91
2023,202305,MIDLANDS,Escitalopram,26067,48354.03
2023,202305,MIDLANDS,Fluoxetine hydrochloride,118689,400323.59
2023,202305,MIDLANDS,Flupentixol hydrochloride,2294,6972.5
2023,202305,MIDLANDS,Fluvoxamine maleate,363,8037.23
2023,202305,MIDLANDS,Imipramine hydrochloride,1890,13121.8
2023,202305,MIDLANDS,Isocarboxazid,24,11097.41
2023,202305,MIDLANDS,Lofepramine hydrochloride,2456,39092.11
2023,202305,MIDLANDS,Mianserin hydrochloride,16,1482.55
2023,202305,MIDLANDS,Mirtazapine,181099,217887.83
2023,202305,MIDLANDS,Moclobemide,115,2367.02
2023,202305,MIDLANDS,Nortriptyline,12805,51273.45
2023,202305,MIDLANDS,Oxitriptan,4,163.7
2023,202305,MIDLANDS,Paroxetine hydrochloride,20276,60752.71
2023,202305,MIDLANDS,Phenelzine sulfate,64,7975.06
2023,202305,MIDLANDS,Reboxetine,300,4956.68
2023,202305,MIDLANDS,Sertraline hydrochloride,374496,651898.34
2023,202305,MIDLANDS,Tranylcypromine sulfate,58,61718.4
2023,202305,MIDLANDS,Trazodone hydrochloride,12762,54456.08
2023,202305,MIDLANDS,Trimipramine maleate,173,80626.22
2023,202305,MIDLANDS,Tryptophan,12,1299.35
2023,202305,MIDLANDS,Venlafaxine,90079,762322.27
2023,202305,MIDLANDS,Vortioxetine,5068,122738.22
2023,202305,NORTH EAST AND YORKSHIRE,Agomelatine,476,7227.01
2023,202305,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,289835,415199.82
2023,202305,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,222847,359454.11
2023,202305,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,894,18691.5
2023,202305,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3662,48418.03
2023,202305,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,5016,65103.24
2023,202305,NORTH EAST AND YORKSHIRE,Doxepin,339,69470.28
2023,202305,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,80281,304462.15
2023,202305,NORTH EAST AND YORKSHIRE,Escitalopram,23104,40162.46
2023,202305,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,156583,443412.88
2023,202305,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2429,6300.71
2023,202305,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,419,7536.29
2023,202305,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1752,9085.82
2023,202305,NORTH EAST AND YORKSHIRE,Isocarboxazid,6,2055.1
2023,202305,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2874,38678.17
2023,202305,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,16,798.99
2023,202305,NORTH EAST AND YORKSHIRE,Mirtazapine,222101,226124.66
2023,202305,NORTH EAST AND YORKSHIRE,Moclobemide,130,2491.86
2023,202305,NORTH EAST AND YORKSHIRE,Nortriptyline,13745,42077.86
2023,202305,NORTH EAST AND YORKSHIRE,Oxitriptan,3,40.54
2023,202305,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,20630,53359.42
2023,202305,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,81,8755.88
2023,202305,NORTH EAST AND YORKSHIRE,Reboxetine,498,6776.55
2023,202305,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,409865,643031.01
2023,202305,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,41,52423.9
2023,202305,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,40810,121617.18
2023,202305,NORTH EAST AND YORKSHIRE,Trimipramine maleate,248,76317.66
2023,202305,NORTH EAST AND YORKSHIRE,Tryptophan,7,392.0
2023,202305,NORTH EAST AND YORKSHIRE,Venlafaxine,84851,631431.49
2023,202305,NORTH EAST AND YORKSHIRE,Vortioxetine,4816,95495.4
2023,202305,NORTH WEST,Agomelatine,164,2995.55
2023,202305,NORTH WEST,Amitriptyline hydrochloride,175050,261138.94
2023,202305,NORTH WEST,Citalopram hydrobromide,150146,246628.88
2023,202305,NORTH WEST,Citalopram hydrochloride,743,15394.56
2023,202305,NORTH WEST,Clomipramine hydrochloride,2831,42117.4
2023,202305,NORTH WEST,Dosulepin hydrochloride,4274,60409.49
2023,202305,NORTH WEST,Doxepin,163,38418.25
2023,202305,NORTH WEST,Duloxetine hydrochloride,51251,217292.34
2023,202305,NORTH WEST,Escitalopram,19445,34864.19
2023,202305,NORTH WEST,Fluoxetine hydrochloride,89117,283972.67
2023,202305,NORTH WEST,Flupentixol hydrochloride,1447,4359.46
2023,202305,NORTH WEST,Fluvoxamine maleate,217,4308.33
2023,202305,NORTH WEST,Imipramine hydrochloride,954,6478.93
2023,202305,NORTH WEST,Isocarboxazid,1,1644.06
2023,202305,NORTH WEST,Lofepramine hydrochloride,1226,19839.6
2023,202305,NORTH WEST,Mianserin hydrochloride,11,490.97
2023,202305,NORTH WEST,Mirtazapine,179719,192965.49
2023,202305,NORTH WEST,Moclobemide,57,1392.33
2023,202305,NORTH WEST,Nortriptyline,12705,51137.25
2023,202305,NORTH WEST,Paroxetine hydrochloride,16602,45279.4
2023,202305,NORTH WEST,Phenelzine sulfate,35,5776.66
2023,202305,NORTH WEST,Reboxetine,261,4436.13
2023,202305,NORTH WEST,Sertraline hydrochloride,298822,480199.35
2023,202305,NORTH WEST,Tranylcypromine sulfate,12,20646.27
2023,202305,NORTH WEST,Trazodone hydrochloride,16782,80531.89
2023,202305,NORTH WEST,Trimipramine maleate,120,49474.57
2023,202305,NORTH WEST,Tryptophan,9,900.0
2023,202305,NORTH WEST,Venlafaxine,74995,567963.87
2023,202305,NORTH WEST,Vortioxetine,4156,93080.79
2023,202305,SOUTH EAST,Agomelatine,701,15996.49
2023,202305,SOUTH EAST,Amitriptyline hydrochloride,152724,263901.91
2023,202305,SOUTH EAST,Citalopram hydrobromide,148953,282067.26
2023,202305,SOUTH EAST,Citalopram hydrochloride,956,20893.2
2023,202305,SOUTH EAST,Clomipramine hydrochloride,2549,40188.58
2023,202305,SOUTH EAST,Dosulepin hydrochloride,4351,68382.81
2023,202305,SOUTH EAST,Doxepin,175,40641.93
2023,202305,SOUTH EAST,Duloxetine hydrochloride,38508,182773.95
2023,202305,SOUTH EAST,Escitalopram,28522,57888.95
2023,202305,SOUTH EAST,Fluoxetine hydrochloride,72990,275094.4
2023,202305,SOUTH EAST,Flupentixol hydrochloride,1090,3480.66
2023,202305,SOUTH EAST,Fluvoxamine maleate,238,5139.09
2023,202305,SOUTH EAST,Imipramine hydrochloride,1496,8918.64
2023,202305,SOUTH EAST,Isocarboxazid,10,3870.4
2023,202305,SOUTH EAST,Lofepramine hydrochloride,1032,17592.32
2023,202305,SOUTH EAST,Mianserin hydrochloride,12,815.88
2023,202305,SOUTH EAST,Mirtazapine,123519,154320.74
2023,202305,SOUTH EAST,Moclobemide,113,2539.23
2023,202305,SOUTH EAST,Nortriptyline,9760,42393.63
2023,202305,SOUTH EAST,Paroxetine hydrochloride,12855,43100.93
2023,202305,SOUTH EAST,Phenelzine sulfate,87,14076.0
2023,202305,SOUTH EAST,Reboxetine,254,4442.82
2023,202305,SOUTH EAST,Sertraline hydrochloride,243736,497844.65
2023,202305,SOUTH EAST,Tranylcypromine sulfate,93,151529.64
2023,202305,SOUTH EAST,Trazodone hydrochloride,13348,55246.33
2023,202305,SOUTH EAST,Trimipramine maleate,260,115706.72
2023,202305,SOUTH EAST,Tryptophan,3,852.08
2023,202305,SOUTH EAST,Venlafaxine,63964,608209.73
2023,202305,SOUTH EAST,Vortioxetine,6032,154731.06
2023,202305,SOUTH WEST,Agomelatine,237,5248.21
2023,202305,SOUTH WEST,Amitriptyline hydrochloride,137030,222035.07
2023,202305,SOUTH WEST,Citalopram hydrobromide,116151,210855.27
2023,202305,SOUTH WEST,Citalopram hydrochloride,585,12103.43
2023,202305,SOUTH WEST,Clomipramine hydrochloride,1664,25470.24
2023,202305,SOUTH WEST,Dosulepin hydrochloride,2936,44247.79
2023,202305,SOUTH WEST,Doxepin,165,31926.44
2023,202305,SOUTH WEST,Duloxetine hydrochloride,30561,131192.37
2023,202305,SOUTH WEST,Escitalopram,15744,29957.31
2023,202305,SOUTH WEST,Fluoxetine hydrochloride,53338,179379.45
2023,202305,SOUTH WEST,Flupentixol hydrochloride,985,3009.86
2023,202305,SOUTH WEST,Fluvoxamine maleate,141,3236.78
2023,202305,SOUTH WEST,Imipramine hydrochloride,1067,4314.64
2023,202305,SOUTH WEST,Isocarboxazid,49,13847.29
2023,202305,SOUTH WEST,Lofepramine hydrochloride,1140,17249.14
2023,202305,SOUTH WEST,Mianserin hydrochloride,14,1015.12
2023,202305,SOUTH WEST,Mirtazapine,101228,117189.1
2023,202305,SOUTH WEST,Moclobemide,104,2306.51
2023,202305,SOUTH WEST,Nortriptyline,5757,19569.95
2023,202305,SOUTH WEST,Paroxetine hydrochloride,9713,30697.56
2023,202305,SOUTH WEST,Phenelzine sulfate,45,5059.95
2023,202305,SOUTH WEST,Reboxetine,212,3700.29
2023,202305,SOUTH WEST,Sertraline hydrochloride,168837,312225.49
2023,202305,SOUTH WEST,Tranylcypromine sulfate,45,72629.34
2023,202305,SOUTH WEST,Trazodone hydrochloride,8806,38548.75
2023,202305,SOUTH WEST,Trimipramine maleate,111,36570.97
2023,202305,SOUTH WEST,Venlafaxine,51593,411784.53
2023,202305,SOUTH WEST,Vortioxetine,1682,42595.74
2023,202306,EAST OF ENGLAND,Agomelatine,172,4015.37
2023,202306,EAST OF ENGLAND,Amitriptyline hydrochloride,161866,239511.27
2023,202306,EAST OF ENGLAND,Citalopram hydrobromide,159249,254203.1
2023,202306,EAST OF ENGLAND,Citalopram hydrochloride,824,16737.92
2023,202306,EAST OF ENGLAND,Clomipramine hydrochloride,2812,36147.23
2023,202306,EAST OF ENGLAND,Dosulepin hydrochloride,3647,49660.22
2023,202306,EAST OF ENGLAND,Doxepin,148,34420.57
2023,202306,EAST OF ENGLAND,Duloxetine hydrochloride,30833,129072.73
2023,202306,EAST OF ENGLAND,Escitalopram,16926,30536.61
2023,202306,EAST OF ENGLAND,Fluoxetine hydrochloride,68725,239483.31
2023,202306,EAST OF ENGLAND,Flupentixol hydrochloride,1541,4497.52
2023,202306,EAST OF ENGLAND,Fluvoxamine maleate,204,4182.64
2023,202306,EAST OF ENGLAND,Imipramine hydrochloride,1025,5638.91
2023,202306,EAST OF ENGLAND,Isocarboxazid,20,10598.33
2023,202306,EAST OF ENGLAND,Lofepramine hydrochloride,1112,14947.82
2023,202306,EAST OF ENGLAND,Mianserin hydrochloride,12,512.63
2023,202306,EAST OF ENGLAND,Mirtazapine,102778,117009.37
2023,202306,EAST OF ENGLAND,Moclobemide,81,1609.19
2023,202306,EAST OF ENGLAND,Nortriptyline,9025,33651.77
2023,202306,EAST OF ENGLAND,Paroxetine hydrochloride,13319,38367.57
2023,202306,EAST OF ENGLAND,Phenelzine sulfate,77,9346.42
2023,202306,EAST OF ENGLAND,Reboxetine,187,3328.74
2023,202306,EAST OF ENGLAND,Sertraline hydrochloride,211359,371917.74
2023,202306,EAST OF ENGLAND,Tranylcypromine sulfate,22,27791.1
2023,202306,EAST OF ENGLAND,Trazodone hydrochloride,7958,39124.45
2023,202306,EAST OF ENGLAND,Trimipramine maleate,171,62672.52
2023,202306,EAST OF ENGLAND,Tryptophan,5,1622.66
2023,202306,EAST OF ENGLAND,Venlafaxine,65795,463025.52
2023,202306,EAST OF ENGLAND,Vortioxetine,3339,84064.86
2023,202306,LONDON,Agomelatine,390,9799.89
2023,202306,LONDON,Amitriptyline hydrochloride,135340,185892.2
2023,202306,LONDON,Citalopram hydrobromide,130650,222746.29
2023,202306,LONDON,Citalopram hydrochloride,532,11202.48
2023,202306,LONDON,Clomipramine hydrochloride,2004,29477.05
2023,202306,LONDON,Dosulepin hydrochloride,3049,40447.22
2023,202306,LONDON,Doxepin,205,41228.0
2023,202306,LONDON,Duloxetine hydrochloride,31350,122747.4
2023,202306,LONDON,Escitalopram,20398,43784.71
2023,202306,LONDON,Fluoxetine hydrochloride,63657,220702.55
2023,202306,LONDON,Flupentixol hydrochloride,956,2673.33
2023,202306,LONDON,Fluvoxamine maleate,370,7672.9
2023,202306,LONDON,Imipramine hydrochloride,927,4346.33
2023,202306,LONDON,Isocarboxazid,33,6184.74
2023,202306,LONDON,Lofepramine hydrochloride,1254,15579.61
2023,202306,LONDON,Mianserin hydrochloride,14,1026.62
2023,202306,LONDON,Mirtazapine,124826,134065.44
2023,202306,LONDON,Moclobemide,96,1770.33
2023,202306,LONDON,Nortriptyline,9332,36504.2
2023,202306,LONDON,Oxitriptan,1,58.31
2023,202306,LONDON,Paroxetine hydrochloride,12843,37968.38
2023,202306,LONDON,Phenelzine sulfate,54,9354.31
2023,202306,LONDON,Reboxetine,178,3175.91
2023,202306,LONDON,Sertraline hydrochloride,230232,438445.46
2023,202306,LONDON,Tranylcypromine sulfate,51,86442.84
2023,202306,LONDON,Trazodone hydrochloride,6754,30106.16
2023,202306,LONDON,Trimipramine maleate,271,102358.06
2023,202306,LONDON,Tryptophan,5,296.0
2023,202306,LONDON,Venlafaxine,51182,402161.98
2023,202306,LONDON,Vortioxetine,3439,95212.26
2023,202306,MIDLANDS,Agomelatine,284,6862.45
2023,202306,MIDLANDS,Amitriptyline hydrochloride,265519,406786.83
2023,202306,MIDLANDS,Citalopram hydrobromide,226677,388966.78
2023,202306,MIDLANDS,Citalopram hydrochloride,1264,26129.68
2023,202306,MIDLANDS,Clomipramine hydrochloride,3486,52928.29
2023,202306,MIDLANDS,Dosulepin hydrochloride,5857,85434.75
2023,202306,MIDLANDS,Doxepin,233,44375.24
2023,202306,MIDLANDS,Duloxetine hydrochloride,62361,273798.79
2023,202306,MIDLANDS,Escitalopram,26291,48520.46
2023,202306,MIDLANDS,Fluoxetine hydrochloride,120430,397494.04
2023,202306,MIDLANDS,Flupentixol hydrochloride,2413,7376.51
2023,202306,MIDLANDS,Fluvoxamine maleate,406,8652.08
2023,202306,MIDLANDS,Imipramine hydrochloride,1945,13825.95
2023,202306,MIDLANDS,Isocarboxazid,23,10652.14
2023,202306,MIDLANDS,Lofepramine hydrochloride,2454,38654.36
2023,202306,MIDLANDS,Mianserin hydrochloride,9,785.83
2023,202306,MIDLANDS,Mirtazapine,183224,216114.76
2023,202306,MIDLANDS,Moclobemide,123,2804.52
2023,202306,MIDLANDS,Nortriptyline,13095,52513.15
2023,202306,MIDLANDS,Oxitriptan,2,126.96
2023,202306,MIDLANDS,Paroxetine hydrochloride,20624,61869.68
2023,202306,MIDLANDS,Phenelzine sulfate,66,7220.4
2023,202306,MIDLANDS,Reboxetine,288,4945.91
2023,202306,MIDLANDS,Sertraline hydrochloride,380021,667192.74
2023,202306,MIDLANDS,Tranylcypromine sulfate,60,70821.93
2023,202306,MIDLANDS,Trazodone hydrochloride,13159,51725.11
2023,202306,MIDLANDS,Trimipramine maleate,194,79977.96
2023,202306,MIDLANDS,Tryptophan,20,2561.24
2023,202306,MIDLANDS,Venlafaxine,91306,758949.64
2023,202306,MIDLANDS,Vortioxetine,5204,128536.65
2023,202306,NORTH EAST AND YORKSHIRE,Agomelatine,503,7606.01
2023,202306,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,295227,423557.68
2023,202306,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,226939,366227.18
2023,202306,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,928,19866.28
2023,202306,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3791,50133.24
2023,202306,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,5059,65922.17
2023,202306,NORTH EAST AND YORKSHIRE,Doxepin,335,63835.96
2023,202306,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,82739,313802.86
2023,202306,NORTH EAST AND YORKSHIRE,Escitalopram,23506,40955.88
2023,202306,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,159238,448640.37
2023,202306,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2396,6213.28
2023,202306,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,416,7964.75
2023,202306,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1823,11192.37
2023,202306,NORTH EAST AND YORKSHIRE,Isocarboxazid,4,1507.07
2023,202306,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,2919,37570.86
2023,202306,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,18,655.28
2023,202306,NORTH EAST AND YORKSHIRE,Mirtazapine,226621,227835.69
2023,202306,NORTH EAST AND YORKSHIRE,Moclobemide,123,2153.98
2023,202306,NORTH EAST AND YORKSHIRE,Nortriptyline,14241,47059.22
2023,202306,NORTH EAST AND YORKSHIRE,Oxitriptan,1,19.75
2023,202306,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,21119,54410.51
2023,202306,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,72,9985.22
2023,202306,NORTH EAST AND YORKSHIRE,Reboxetine,519,7195.36
